DateTime,High,Open,Close,Low,iMACD_1,iMACD_2,RSI,Bear,Bull,Stohastic_1,Stohastic_2,Bollindg_h_h,Bollindg_l_h,Bollindg_h_m,Bollindg_l_m,Bollindg_h_l,Bollindg_l_l,Digits
2024.12.30 01:00,174.972,174.891,174.89,174.824,-0.11392148,-0.07954541,39.28629248,-0.29329493,-0.14529493,48.72355945,63.40573344,175.89492453,175.72987203,175.42127778,175.22986111,174.94763102,174.72985019,3
2024.12.30 00:00,175.077,175.072,175.017,174.991,-0.0921912,-0.06507843,42.94933247,-0.16417742,-0.07817742,71.7433571,65.85859645,175.89177797,175.72348412,175.42247222,175.23347222,174.95316647,174.74346032,3
2024.12.27 23:00,175.231,175.231,175.119,175.098,-0.08260151,-0.05155644,46.1590693,-0.08020699,0.05279301,69.75028377,56.06239078,175.8969938,175.73644673,175.42016667,175.22663889,174.94333954,174.71683105,3
2024.12.27 22:00,175.243,175.055,175.231,175.034,-0.08534339,-0.03789951,49.96643449,-0.15407483,0.05492517,56.0821485,43.05619863,175.91590431,175.74739805,175.41038889,175.21758333,174.90487347,174.68776861,3
2024.12.27 21:00,175.078,174.956,175.057,174.922,-0.10637807,-0.02099023,43.20879327,-0.25892063,-0.10292063,42.35474006,33.0125962,175.9282379,175.75737212,175.40188889,175.21011111,174.87553988,174.6628501,3
2024.12.27 20:00,175.025,174.993,174.955,174.808,-0.10306731,0.00167155,38.70223985,-0.39357407,-0.17657407,30.73170732,25.69806954,175.93621455,175.76090293,175.39783333,175.20761111,174.85945212,174.65431929,3
2024.12.27 19:00,175.066,174.909,174.997,174.726,-0.07919645,0.02297597,39.91324186,-0.51666975,-0.17666975,25.95134124,25.55188697,175.94317171,175.76079836,175.39461111,175.20766667,174.84605051,174.65453498,3
2024.12.27 18:00,175.317,175.227,174.91,174.843,-0.05252686,0.0433252,36.0652795,-0.44061471,0.03338529,20.41116006,27.29247079,175.94922518,175.75337138,175.39125,175.21127778,174.83327482,174.66918418,3
2024.12.27 17:00,175.38,175.279,175.222,175.168,-0.00068238,0.06313015,45.84122909,-0.17788382,0.03411618,30.29315961,29.90051548,175.95581961,175.75165513,175.38177778,175.21236111,174.80773595,174.6730671,3
2024.12.27 16:00,175.361,175.316,175.277,175.144,0.01628133,0.07829089,47.96966075,-0.22253113,-0.00553113,31.1730927,35.43046426,175.95943252,175.75401118,175.37083333,175.20472222,174.78223415,174.65543327,3
2024.12.27 15:00,175.318,175.239,175.315,175.195,0.0295067,0.0929043,49.44244671,-0.18645298,-0.06345298,28.23529412,44.73774747,175.96205805,175.76427946,175.36069444,175.19311111,174.75933084,174.62194276,3
2024.12.27 14:00,175.278,175.265,175.24,175.154,0.04031082,0.11056654,46.4280278,-0.23852848,-0.11452848,46.88300598,59.05532483,175.97023323,175.78177664,175.34852778,175.176,174.72682233,174.57022336,3
2024.12.27 13:00,175.556,175.547,175.262,175.237,0.06684016,0.13080146,47.19448075,-0.18094989,0.13805011,59.09494232,63.79802654,175.98437526,175.79593822,175.33438889,175.16036111,174.68440252,174.52478401,3
2024.12.27 12:00,175.557,175.374,175.547,175.256,0.09757798,0.15382146,58.88881757,-0.18794154,0.11305846,71.18802619,62.81155615,176.01512641,175.84809114,175.30258333,175.12980556,174.59004025,174.41151997,3
2024.12.27 11:00,175.532,175.356,175.376,175.315,0.08867246,0.1770998,52.30419061,-0.11176513,0.10523487,61.11111111,51.68416094,176.02628532,175.8736085,175.27355556,175.10213889,174.52082579,174.33066927,3
2024.12.27 10:00,175.466,175.463,175.357,175.173,0.10394657,0.2025469,51.50276917,-0.26222599,0.03077401,56.13553114,40.52461105,176.01931264,175.87593846,175.25133333,175.07769444,174.48335402,174.27945042,3
2024.12.27 09:00,175.499,175.45,175.456,175.337,0.12571768,0.22880733,56.06033936,-0.11126365,0.05073635,37.80584057,28.0560857,176.02338397,175.88692835,175.22608333,175.05497222,174.4287827,174.2230161,3
2024.12.27 08:00,175.459,175.289,175.449,175.272,0.13576433,0.25378943,55.80355517,-0.17497426,0.01202574,27.63246144,23.04846713,176.0213822,175.88127273,175.19980556,175.0295,174.37822891,174.17772727,3
2024.12.27 07:00,175.419,175.395,175.288,175.256,0.14780202,0.27713169,49.5006541,-0.19063664,-0.02763664,18.7299551,25.15469243,176.01655915,175.8746912,175.17547222,175.00694444,174.3343853,174.13919769,3
2024.12.27 06:00,175.442,175.331,175.389,175.325,0.18846687,0.29830334,53.9854276,-0.14807608,-0.03107608,22.78298486,32.41156367,176.00665788,175.86679372,175.15544444,174.98463889,174.304231,174.10248406,3
2024.12.27 05:00,175.543,175.511,175.329,175.238,0.22242507,0.3130801,51.56475373,-0.24908876,0.05591124,33.95113732,40.91700863,175.9943688,175.8507186,175.13377778,174.96122222,174.27318675,174.07172585,3
2024.12.27 04:00,175.699,175.677,175.512,175.484,0.27402013,0.32193158,60.59239192,-0.02943688,0.18556312,40.50056883,47.29949337,175.97391978,175.8428509,175.10775,174.93669444,174.24158022,174.03053799,3
2024.12.27 03:00,175.739,175.588,175.676,175.438,0.30708307,0.32194577,70.92551967,-0.07567636,0.22532364,48.29931973,57.29657152,175.9386439,175.81070613,175.07486111,174.90605556,174.21107833,174.00140499,3
2024.12.27 02:00,175.767,175.728,175.59,175.546,0.31769638,0.31499713,68.29255607,0.05937757,0.28037757,53.09859155,68.33434474,175.89587627,175.77943109,175.03947222,174.87633333,174.18306818,173.97323558,3
2024.12.27 01:00,175.703,175.603,175.669,175.603,0.34029041,0.3024143,74.00950553,0.13360717,0.23360717,70.49180328,76.86352469,175.84629808,175.73645998,175.00169444,174.84072222,174.15709081,173.94498446,3
2024.12.27 00:00,175.751,175.657,175.737,175.626,0.35055656,0.28370475,79.31653968,0.18987503,0.31487503,81.41263941,82.10462096,175.79759026,175.6830749,174.96597222,174.80194444,174.13435419,173.92081399,3
2024.12.26 23:00,175.707,175.7,175.703,175.628,0.34584471,0.26161276,78.60421511,0.24202087,0.32102087,78.68613139,85.07997474,175.73144527,175.61374527,174.93244444,174.767,174.13344362,173.92025473,3
2024.12.26 22:00,175.703,175.645,175.703,175.596,0.33834683,0.23890965,78.60421511,0.26285768,0.36985768,86.2150921,91.40095846,175.66316003,175.53693786,174.90219444,174.73161111,174.14122886,173.92628436,3
2024.12.26 21:00,175.781,175.618,175.645,175.608,0.32145776,0.21528781,77.46254866,0.33650063,0.50950063,90.33870072,95.05273377,175.58795156,175.45484901,174.87430556,174.70013889,174.16065955,173.94542877,3
2024.12.26 20:00,175.638,175.535,175.62,175.477,0.30208835,0.19210702,76.97071436,0.26775073,0.42875073,97.64908257,97.52880771,175.49105147,175.36156935,174.84163889,174.66738889,174.19222631,173.97320843,3
2024.12.26 19:00,175.56,175.512,175.54,175.481,0.27414788,0.16953193,75.37381934,0.34020919,0.41920919,97.17041801,97.13440133,175.40894748,175.28051846,174.81144444,174.63733333,174.21394141,173.9941482,3
2024.12.26 18:00,175.515,175.36,175.512,175.313,0.2445453,0.15102158,74.8060452,0.23874405,0.44074405,97.76692254,96.85252411,175.32945251,175.18767914,174.78547222,174.60952778,174.24149194,174.03137642,3
2024.12.26 17:00,175.382,175.204,175.361,175.183,0.2044509,0.13551662,71.51761069,0.1817014,0.3807014,96.46586345,96.36737506,175.2498812,175.1155069,174.765,174.58838889,174.2801188,174.06127088,3
2024.12.26 16:00,175.209,175.084,175.201,175.021,0.17190444,0.1240957,67.32076408,0.07965163,0.26765163,96.32478632,96.20750009,175.19220043,175.06146231,174.75161111,174.57352778,174.31102179,174.08559325,3
2024.12.26 15:00,175.095,175.077,175.083,174.974,0.15172864,0.11588555,63.65308268,0.0759269,0.1969269,96.31147541,90.13643397,175.16475543,175.03597899,174.74505556,174.56672222,174.32535568,174.09746546,3
2024.12.26 14:00,175.098,175.013,175.078,174.981,0.14151673,0.10849079,63.49186499,0.11374805,0.23074805,95.98623853,78.34510884,175.14392222,175.01166731,174.73880556,174.55972222,174.33368889,174.10777714,3
2024.12.26 13:00,175.015,174.981,175.014,174.954,0.12575031,0.09962473,61.46006304,0.12187273,0.18287273,78.11158798,58.69537501,175.11687408,174.97556636,174.73,174.54636111,174.34312592,174.11715586,3
2024.12.26 12:00,174.994,174.806,174.98,174.745,0.11283065,0.08794861,60.37211828,-0.05681515,0.19218485,60.9375,47.37152249,175.10401909,174.9546663,174.72605556,174.54113889,174.34809202,174.12761147,3
2024.12.26 11:00,174.879,174.877,174.807,174.772,0.09891249,0.07171131,54.27325927,-0.00011768,0.10688232,37.03703704,45.63762427,175.0920155,174.95417556,174.72225,174.54097222,174.3524845,174.12776889,3
2024.12.26 10:00,174.937,174.864,174.878,174.765,0.10755473,0.05139785,57.65476811,-0.00130396,0.17069604,44.14003044,56.11803221,175.08918712,174.94822024,174.72111111,174.53891667,174.3530351,174.12961309,3
2024.12.26 09:00,174.932,174.847,174.865,174.832,0.10500065,0.02572339,57.20139627,0.08431205,0.18431205,55.73580533,70.03237135,175.08151824,174.94408336,174.71841667,174.53752778,174.3553151,174.1309722,3
2024.12.26 08:00,174.909,174.884,174.848,174.81,0.10166264,0.00350617,56.63764994,0.08186406,0.18086406,68.47826087,82.03924966,175.06883812,174.92442931,174.71291667,174.53008333,174.35699521,174.13573736,3
2024.12.26 07:00,174.945,174.908,174.883,174.856,0.09801307,-0.01718831,58.10073713,0.1478414,0.2368414,85.88304784,90.51480161,175.05620326,174.90516837,174.70630556,174.52233333,174.35640785,174.13949829,3
2024.12.26 06:00,174.976,174.958,174.909,174.882,0.08517588,-0.03775542,59.15482244,0.20298163,0.29698163,91.75644028,91.93785012,175.05458359,174.87922767,174.70586111,174.51333333,174.35713863,174.147439,3
2024.12.26 05:00,174.986,174.942,174.957,174.893,0.06172216,-0.05830591,61.05366547,0.25231191,0.34531191,93.9049167,82.67216698,175.0826454,174.87476008,174.71138889,174.51241667,174.34013238,174.15007325,3
2024.12.26 04:00,174.996,174.818,174.946,174.726,0.0206652,-0.07645851,60.78580478,0.13803056,0.40803056,90.15219338,64.84904485,175.11193276,174.87490469,174.71730556,174.51244444,174.32267836,174.1499842,3
2024.12.26 03:00,174.88,174.661,174.819,174.579,-0.033305,-0.0901798,57.66421088,0.05070232,0.35170232,63.95939086,41.3772611,175.114895,174.89016016,174.71805556,174.51622222,174.32121611,174.14228429,3
2024.12.26 02:00,174.769,174.698,174.66,174.591,-0.08390867,-0.09900439,53.3468014,0.1111527,0.2891527,40.43555032,31.69057376,175.12780894,174.89819318,174.72197222,174.51969444,174.3161355,174.14119571,3
2024.12.26 01:00,174.411,174.349,174.192,174.137,-0.12351545,-0.10587749,35.31821798,-0.31282185,-0.03882185,19.73684211,31.22554084,175.15215549,174.92302643,174.73041667,174.52755556,174.30867784,174.13208468,3
2024.12.24 23:00,174.512,174.478,174.369,174.26,-0.0949543,-0.11133863,40.86401461,-0.23279216,0.01920784,34.89932886,37.79852091,175.16810116,174.93038728,174.74808333,174.54647222,174.32806551,174.16255716,3
2024.12.24 22:00,174.732,174.542,174.476,174.435,-0.08458766,-0.12035662,44.81409182,-0.07842418,0.21857582,39.04045155,38.8962179,175.20311184,174.94466862,174.76686111,174.56230556,174.33061038,174.17994249,3
2024.12.24 21:00,174.557,174.463,174.541,174.355,-0.08709094,-0.13125711,47.39858145,-0.16466155,0.03733845,39.45578231,46.73144253,175.27103009,175.00113343,174.78583333,174.58108333,174.30063658,174.16103324,3
2024.12.24 20:00,174.553,174.463,174.463,174.42,-0.09977855,-0.14177984,43.7861458,-0.09610514,0.03689486,38.19241983,60.74325779,175.30625453,175.05217081,174.80488889,174.60255556,174.30352325,174.1529403,3
2024.12.24 19:00,174.583,174.529,174.467,174.46,-0.10165126,-0.14831439,43.92980805,-0.06495599,0.05804401,62.54612546,75.81962343,175.34304938,175.10851831,174.82519444,174.62391667,174.30733951,174.13931503,3
2024.12.24 18:00,174.698,174.655,174.528,174.453,-0.10282638,-0.15307418,46.07029255,-0.08161533,0.16338467,81.49122807,77.49343746,175.38018531,175.15520742,174.84536111,174.64330556,174.31053691,174.13140369,3
2024.12.24 17:00,174.662,174.569,174.657,174.482,-0.11272628,-0.15590952,50.94476394,-0.05371788,0.12628212,83.42151675,66.40496359,175.41362936,175.19931765,174.86180556,174.66325,174.30998175,174.12718235,3
2024.12.24 16:00,174.606,174.398,174.57,174.355,-0.1457666,-0.15833793,47.46370946,-0.16050419,0.09049581,67.56756757,50.21069457,175.439351,175.22543221,174.87794444,174.67883333,174.31653789,174.13223446,3
2024.12.24 15:00,174.515,174.429,174.397,174.381,-0.17266572,-0.1572973,39.54194787,-0.12542156,0.00857844,48.22580645,35.58884924,175.4686146,175.24392093,174.8975,174.69733333,174.3263854,174.15074574,3
2024.12.24 14:00,174.465,174.394,174.429,174.368,-0.1761162,-0.15168873,40.59326947,-0.15665848,-0.05965848,34.83870968,25.54854941,175.49363335,175.27020806,174.92019444,174.71769444,174.34675554,174.16518083,3
2024.12.24 13:00,174.407,174.286,174.393,174.264,-0.18269204,-0.14301006,38.89614387,-0.27660156,-0.13360156,23.7020316,25.11924357,175.5230326,175.29064667,174.947,174.73780556,174.3709674,174.18496445,3
2024.12.24 12:00,174.417,174.405,174.285,174.207,-0.18179557,-0.13189031,33.61292716,-0.35820183,-0.14820183,18.10490694,31.00607651,175.52976619,175.304814,174.97194444,174.76169444,174.4141227,174.21857489,3
2024.12.24 11:00,174.544,174.438,174.405,174.368,-0.15858943,-0.12030418,36.90515304,-0.24390213,-0.06790213,33.55079217,37.34036628,175.51738575,175.29665598,174.99083333,174.78294444,174.46428092,174.26923291,3
2024.12.24 10:00,174.618,174.618,174.439,174.354,-0.14448936,-0.11304237,37.88131371,-0.29238582,-0.02838582,41.36253041,33.32681965,175.51029407,175.29316932,175.00541667,174.79775,174.50053926,174.30233068,3
2024.12.24 09:00,174.699,174.601,174.619,174.463,-0.12834446,-0.10845808,43.54323601,-0.21795012,0.01804988,37.10777626,24.93654613,175.50362782,175.28580328,175.016,174.81280556,174.52837218,174.33980783,3
2024.12.24 08:00,174.605,174.515,174.596,174.429,-0.13458197,-0.10438791,42.52394911,-0.26227514,-0.08627514,21.51015228,20.55894825,175.50042005,175.28101213,175.02469444,174.82302778,174.54896884,174.36504343,3
2024.12.24 07:00,174.551,174.497,174.514,174.395,-0.13640097,-0.09986543,38.87023539,-0.31215433,-0.15615433,16.19170984,29.40956933,175.48921279,175.27127001,175.03413889,174.83266667,174.57906499,174.39406333,3
2024.12.24 06:00,174.625,174.612,174.499,174.48,-0.12218859,-0.09584276,38.20295552,-0.25934672,-0.11434672,23.97498263,46.02395768,175.47178941,175.25676915,175.04683333,174.84325,174.62187726,174.42973085,3
2024.12.24 05:00,174.778,174.711,174.612,174.552,-0.09800812,-0.09404863,41.36124083,-0.22740451,-0.00140451,48.0620155,60.53708215,175.46254025,175.25032289,175.06125,174.85508333,174.65995975,174.45984378,3
2024.12.24 04:00,174.9,174.857,174.714,174.648,-0.08261431,-0.09560115,44.44068387,-0.15930526,0.09269474,66.03487491,66.12778472,175.46434426,175.24442524,175.07266667,174.86233333,174.68098908,174.48024143,3
2024.12.24 03:00,174.973,174.8,174.856,174.776,-0.07752038,-0.0978628,49.17342276,-0.04685613,0.15014387,67.51435603,66.07383171,175.47351616,175.24591592,175.08227778,174.87019444,174.6910394,174.49447297,3
2024.12.24 02:00,174.87,174.734,174.801,174.722,-0.09323317,-0.096711,47.14912859,-0.09533216,0.05266784,64.83412322,68.57711348,175.50254001,175.26002656,175.09541667,174.87891667,174.68829332,174.49780677,3
2024.12.24 01:00,174.781,174.772,174.666,174.5,-0.10323078,-0.08715851,41.8725765,-0.32005418,-0.03905418,65.87301587,67.33610945,175.5175695,175.27200375,175.10894444,174.88894444,174.70031939,174.50588514,3
2024.12.24 00:00,174.873,174.766,174.781,174.766,-0.09171293,-0.07459726,45.46290915,-0.07972988,0.02727012,75.02420136,59.92034782,175.51708186,175.26507564,175.12172222,174.90327778,174.72636258,174.54147992,3
2024.12.23 23:00,174.857,174.805,174.812,174.739,-0.09387958,-0.06561096,46.46006722,-0.11751819,0.00048181,61.11111111,43.88534467,175.51413463,175.26538197,175.1275,174.90277778,174.74086537,174.54017358,3
2024.12.23 22:00,174.838,174.81,174.808,174.698,-0.10019696,-0.05475501,46.31899515,-0.16593789,-0.02593789,43.62573099,27.80853396,175.52361119,175.26588816,175.14125,174.90222222,174.75888881,174.53855629,3
2024.12.23 21:00,174.84,174.72,174.809,174.715,-0.10604149,-0.04011883,46.34734452,-0.15826088,-0.03326088,26.91919192,18.25751617,175.51922717,175.2672741,175.14377778,174.90125,174.76832838,174.5352259,3
2024.12.23 20:00,174.734,174.592,174.722,174.564,-0.11198077,-0.02274983,43.5565194,-0.31997102,-0.14997102,12.88067898,22.82297563,175.51233085,175.27122271,175.14944444,174.89863889,174.78655804,174.52605507,3
2024.12.23 19:00,174.671,174.536,174.595,174.531,-0.10296918,-0.0011889,39.27488552,-0.37996619,-0.23996619,14.9726776,38.52037029,175.49473393,175.26195502,175.15913889,174.90605556,174.82354384,174.55015609,3
2024.12.23 18:00,174.929,174.909,174.535,174.532,-0.06715415,0.02410769,37.18450488,-0.43162722,-0.03462722,40.61557031,50.17642056,175.46465334,175.24831438,175.17227778,174.91344444,174.87990222,174.5785745,3
2024.12.23 17:00,175.175,175.166,174.911,174.849,-0.00726079,0.04710371,46.49881863,-0.18606509,0.13993491,59.97286296,46.68253998,175.46034762,175.23697579,175.17469444,174.9175,174.88904127,174.59802421,3
2024.12.23 16:00,175.199,174.915,175.167,174.894,0.00982048,0.06415403,55.24813017,-0.16174261,0.14325739,49.9408284,34.40812109,175.45943433,175.24019422,175.17333333,174.91327778,174.88723234,174.58636134,3
2024.12.23 15:00,175.023,174.87,174.918,174.862,-0.01083623,0.07992,46.08570118,-0.17519971,-0.01419971,30.13392857,24.67517492,175.50204962,175.24178326,175.18430556,174.91475,174.86656149,174.58771674,3
2024.12.23 14:00,175.021,174.978,174.871,174.704,0.00382395,0.098019,44.07897371,-0.35306633,-0.03606633,23.1496063,20.44031223,175.56039328,175.27980015,175.20341667,174.92744444,174.84644005,174.57508874,3
2024.12.23 13:00,175.073,174.932,174.977,174.874,0.0315287,0.11531671,47.80532723,-0.21407738,-0.01507738,20.74198988,22.16100624,175.56750779,175.28667807,175.21266667,174.93836111,174.85782554,174.59004416,3
2024.12.23 12:00,175.047,174.924,174.933,174.818,0.05027954,0.12937339,46.04729041,-0.28859028,-0.05959028,17.42934051,32.24351717,175.56735039,175.29009948,175.21297222,174.94188889,174.85859405,174.5936783,3
2024.12.23 11:00,175.188,175.163,174.925,174.83,0.08206759,0.14291022,45.73872702,-0.30552199,0.05247801,28.31168831,50.25975702,175.56650443,175.29463046,175.21602778,174.94780556,174.86555112,174.60098065,3
2024.12.23 10:00,175.415,175.228,175.16,175.111,0.12470011,0.15177229,54.19279824,-0.05960899,0.24439101,50.9895227,60.8753852,175.5685417,175.30263798,175.21794444,174.95505556,174.86734719,174.60747313,3
2024.12.23 09:00,175.243,175.228,175.226,175.128,0.13981,0.15446731,56.93734365,-0.04437716,0.07062284,71.47806005,62.2136872,175.56605058,175.30383649,175.21713889,174.95547222,174.8682272,174.60710795,3
2024.12.23 08:00,175.284,175.252,175.227,175.189,0.14619216,0.15227735,56.97794187,0.02555998,0.12055998,60.15857284,52.67711337,175.57776222,175.31370979,175.22222222,174.95827778,174.86668222,174.60284577,3
2024.12.23 07:00,175.309,175.191,175.251,175.158,0.15171422,0.14884425,57.89796693,0.00515331,0.15615331,55.0044287,50.65195394,175.58755417,175.32188216,175.22619444,174.96033333,174.86483472,174.5987845,3
2024.12.23 06:00,175.29,175.241,175.192,175.171,0.15205473,0.14421712,56.28671894,0.0345122,0.1535122,42.86833856,51.90951781,175.64648409,175.33690131,175.23977778,174.96419444,174.83307147,174.59148758,3
2024.12.23 05:00,175.243,175.131,175.241,175.043,0.15950331,0.14135726,57.99844822,-0.08423577,0.11576423,54.08309456,63.90504235,175.67598594,175.32478535,175.24933333,174.95866667,174.82268073,174.59254799,3
2024.12.23 04:00,175.31,175.279,175.128,175.021,0.15803884,0.13899487,55.07269859,-0.08727507,0.20172493,58.77712032,74.64584178,175.67486278,175.32030906,175.24763889,174.95227778,174.82041499,174.5842465,3
2024.12.23 03:00,175.332,175.267,175.28,175.114,0.17211102,0.13973129,60.3210271,0.00901242,0.22701242,78.85491217,88.17234089,175.67104832,175.32190473,175.2425,174.94216667,174.81395168,174.5624286,3
2024.12.23 02:00,175.43,175.378,175.255,175.092,0.16182625,0.14374861,59.73499124,0.01618116,0.35418116,86.30549285,87.34561864,175.6673142,175.3114505,175.23983333,174.93336111,174.81235247,174.55527172,3
2024.12.23 01:00,175.305,175.135,175.305,175.124,0.14895528,0.15298369,61.41966784,0.07804469,0.25904469,99.35661765,77.91293728,175.6599436,175.30177743,175.23655556,174.92580556,174.81316752,174.54983368,3
2024.12.23 00:00,175.097,175.024,175.09,174.972,0.12010037,0.16664138,56.52388381,-0.0307812,0.0942188,76.37474542,56.51801891,175.65800825,175.28924917,175.23519444,174.91908333,174.81238064,174.54891749,3
2024.12.20 23:00,175.069,174.915,175.069,174.901,0.11529423,0.18643087,56.01767391,-0.08724473,0.08075527,58.00744879,38.37893764,175.66226118,175.28765516,175.24127778,174.91191667,174.82029438,174.53617817,3
2024.12.20 22:00,174.999,174.961,174.919,174.896,0.11007005,0.20837918,52.33680523,-0.07878552,0.02421448,35.17186251,24.06286193,175.67762137,175.34403638,175.23319444,174.89080556,174.78876752,174.43757473,3
2024.12.20 21:00,175.012,174.884,174.963,174.831,0.12631601,0.22957292,53.55767857,-0.15308311,0.02791689,21.95750161,18.7783017,175.72792455,175.48493215,175.21766667,174.8535,174.70740878,174.22206785,3
2024.12.20 20:00,174.945,174.821,174.886,174.776,0.13824174,0.24864412,51.72783685,-0.21159696,-0.04259696,15.05922166,22.30434834,175.90676474,175.83689767,175.17933333,174.78280556,174.45190193,173.72871344,3
2024.12.20 19:00,175.008,174.925,174.82,174.776,0.16466665,0.26828404,50.16504104,-0.22852979,0.00347021,19.31818182,32.70410892,176.20241477,176.02650286,175.11769444,174.71738889,174.03297412,173.40827492,3
2024.12.20 18:00,175.144,175.021,174.926,174.906,0.20826693,0.2862589,52.70996894,-0.12928475,0.10871525,32.53564155,47.768569,176.43284769,176.17332563,175.048,174.64983333,173.66315231,173.12634104,3
2024.12.20 17:00,175.189,175.048,175.03,174.813,0.24494197,0.30600868,55.26420498,-0.24049888,0.13550112,46.2585034,61.98531302,176.59356147,176.30644254,174.97427778,174.57208333,173.35499408,172.83772413,3
